candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
"heads=3 + POI + socio-demographic + REAL OS Open Roads network, DENSE protocol",0.5998448310948311,0.10867074152327676,0.4845238095238095,0.7722222222222223,6
