candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
"final config, weight_decay=0.0 (current)",0.8392946174196173,0.04710061634400468,0.7714285714285715,0.9097222222222222,6
"final config, weight_decay=0.01 (theirs)",0.8106468762718763,0.07745361419996355,0.7118055555555557,0.9012820512820513,6
