MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP,borough,held_out_start,n_train_instances
0.0005149636999703944,0.015316400676965714,0.9997652715736762,0.6180555555555555,0.999396026134491,0.9997652715736762,0.0007682652212679386,0.8585583406834154,Tower Hamlets,2023-07-15,6
0.0005217239959165454,0.01436216477304697,0.9997937235041398,0.6214285714285713,0.9991164803504944,0.9997937235041398,0.0009782082634046674,0.8972316271659032,Tower Hamlets,2023-10-13,7
0.0005547660985030234,0.016428623348474503,0.9997297066605969,0.6654761904761904,0.9987835884094238,0.9997297066605969,0.0009312905021943152,0.9038253620508151,Tower Hamlets,2024-01-11,8
0.0005355840548872948,0.016438370570540428,0.9997297066605969,0.5047619047619047,0.9994450807571411,0.9997297066605969,0.000858800602145493,0.9033843571286312,Tower Hamlets,2024-04-10,9
0.0005143851740285754,0.01576983369886875,0.9997510456084445,0.732051282051282,0.9990285634994507,0.9997510456084445,0.0008131822105497122,0.8986044328107662,Tower Hamlets,2024-07-09,10
0.0004881680360995233,0.01577376201748848,0.9997510456084445,0.7430555555555555,0.9995532631874084,0.9997510456084445,0.000698462943546474,0.9073676273935186,Tower Hamlets,2024-10-07,11
