candidate,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP,held_out_start,n_train_instances
"heads=3 + POI + socio-demographic + REAL OS Open Roads network, DENSE protocol",0.0006804561126045883,0.019037071615457535,0.9996372378865906,0.4845238095238095,0.9990586638450623,0.9996372378865906,0.0009659223142080009,0.9011722195350954,2021-10-28,20
"heads=3 + POI + socio-demographic + REAL OS Open Roads network, DENSE protocol",0.0005711751291528344,0.015776347368955612,0.9997510456084445,0.6,0.9992254972457886,0.9997510456084445,0.0008419898804277182,0.9018266139357556,2022-09-01,42
"heads=3 + POI + socio-demographic + REAL OS Open Roads network, DENSE protocol",0.0005856237257830799,0.01665433496236801,0.999722593677981,0.7109126984126984,0.9994287490844727,0.999722593677981,0.0007303804741241038,0.8919466810823115,2023-06-22,63
"heads=3 + POI + socio-demographic + REAL OS Open Roads network, DENSE protocol",0.0005041334661655128,0.014602565206587315,0.9997866105215238,0.5416666666666666,0.9990631937980652,0.9997866105215238,0.0006975354626774788,0.9028295444845933,2024-04-25,85
"heads=3 + POI + socio-demographic + REAL OS Open Roads network, DENSE protocol",0.0005264780484139919,0.015315456315875053,0.9997652715736762,0.4897435897435898,0.999342143535614,0.9997652715736762,0.0006825912860222161,0.9019546476228412,2025-02-13,106
"heads=3 + POI + socio-demographic + REAL OS Open Roads network, DENSE protocol",0.0005496661178767681,0.015546692535281181,0.9997581585910604,0.7722222222222223,0.9992424249649048,0.9997581585910604,0.0007786998758092523,0.9021538111360856,2025-12-18,128
