candidate,n_windows,MAE_mean,MAE_std,RMSE_mean,RMSE_std,ZR_mean,ZR_std,AccHR_mean,AccHR_std,MAPE_excl_zeros_mean,MAPE_excl_zeros_std,MPIW_mean,MPIW_std,PICP_mean,PICP_std
"heads=3, TCR target (Gao et al.'s exact target definition)",6,0.0009821787728772808,9.100539682218038e-05,0.024781373639901478,0.0022355685209152943,0.9995885668886199,9.657128602007909e-05,0.5016944592056879,0.071038613124098,0.9992376069227854,6.571824455394029e-05,0.001407100217572103,3.899826859778998e-05,0.8963157031880548,0.006784044646967358
