borough,held_out_start,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP
Westminster,2024-10-07,0.0009087565122172236,0.020852481946349144,0.9995649213075061,0.391304347826087,0.9994075894355774,0.9995649213075061,0.0011775133898481727,0.8788400423728814
