borough,held_out_start,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP
Westminster,2024-10-07,0.0008662237669341266,0.02085200697183609,0.9995649213075061,0.391304347826087,0.9993530511856079,0.9995649213075061,0.0012531413231045008,0.8975011349878934
