borough,held_out_start,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP
Westminster,2024-10-07,0.000905725930351764,0.02085229381918907,0.9995649213075061,0.391304347826087,0.9994000196456909,0.9995649213075061,0.0011767636751756072,0.8695520581113801
