candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
SHORT history only (7/14/30d - the original cap),0.7016790748933607,0.06860742806955335,0.6301020408163265,0.8318681318681319,6
FULL history ladder (+90/365/730/1095/1825d),0.7987270665842096,0.06328486371102685,0.7371794871794872,0.8984848484848484,6
