borough,held_out_start,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP
Westminster,2025-12-18,0.0007281736470758915,0.017395028844475746,0.9996973365617433,0.3125,0.999566912651062,0.9996973365617433,0.0009269352885894477,0.9005183111380145
