borough,held_out_start,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP
Westminster,2025-12-18,0.0007353639812208712,0.017394285649061203,0.9996973365617433,0.3125,0.9994378685951233,0.9996973365617433,0.0012199310585856438,0.8999697336561744
