borough,held_out_start,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP
Westminster,2025-12-18,0.0007359451265074313,0.017397141084074974,0.9996973365617433,0.1875,0.9995399713516235,0.9996973365617433,0.0011591804213821888,0.9000075665859564
