candidate,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP,held_out_start,n_train_instances
"heads=3, TCR target (Gao et al.'s exact target definition)",0.001071690465323627,0.024009769782423973,0.9995081719128329,0.6153846153846154,0.9991117715835571,0.9995081719128329,0.0014532776549458504,0.8821031325665859,2023-07-15,6
"heads=3, TCR target (Gao et al.'s exact target definition)",0.001127948286011815,0.0290030837059021,0.9994419642857143,0.5084745762711864,0.9993059039115906,0.9994419642857143,0.0013638371601700783,0.903072033898305,2023-10-13,7
"heads=3, TCR target (Gao et al.'s exact target definition)",0.0008584200404584408,0.02174329198896885,0.9997257112590799,0.5172413793103449,0.999268651008606,0.9997257112590799,0.0014573907246813178,0.8966215193704601,2024-01-11,8
"heads=3, TCR target (Gao et al.'s exact target definition)",0.0009212432778440416,0.02516663819551468,0.9996784200968523,0.4411764705882353,0.9992480278015137,0.9996784200968523,0.0014222648460417986,0.9009533898305084,2024-04-10,9
"heads=3, TCR target (Gao et al.'s exact target definition)",0.0009646929684095085,0.02535024844110012,0.9996122124697336,0.5365853658536586,0.9991997480392456,0.9996122124697336,0.0013764400500804186,0.8962053571428571,2024-07-09,10
"heads=3, TCR target (Gao et al.'s exact target definition)",0.0009490775992162526,0.023415209725499153,0.9995649213075061,0.391304347826087,0.9992915391921997,0.9995649213075061,0.001369390869513154,0.8989387863196125,2024-10-07,11
