borough,held_out_start,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP
Westminster,2024-10-07,0.0008620840380899608,0.0208541639149189,0.9995649213075061,0.21739130434782608,0.9995723366737366,0.9995649213075061,0.0009286465938203037,0.9264244098062954
