candidate,n_windows,MAE_mean,MAE_std,RMSE_mean,RMSE_std,ZR_mean,ZR_std,AccHR_mean,AccHR_std,MAPE_excl_zeros_mean,MAPE_excl_zeros_std,MPIW_mean,MPIW_std,PICP_mean,PICP_std
"heads=3, ZITD/Tweedie decoder (Gao et al.'s own reported decoder, rho=1.5)",6,0.0009484029821275423,8.996074117537604e-05,0.02478213297824065,0.002235731912775766,0.9995885668886199,9.657128602007909e-05,0.4660186756868199,0.05174144947880413,0.9993295073509216,3.2017774758619166e-05,0.0012787894811481237,3.1314565325601726e-05,0.8982499117231639,0.002839399695215088
