candidate,n_windows,MAE_mean,MAE_std,RMSE_mean,RMSE_std,ZR_mean,ZR_std,AccHR_mean,AccHR_std,MAPE_excl_zeros_mean,MAPE_excl_zeros_std,MPIW_mean,MPIW_std,PICP_mean,PICP_std
"heads=3, TCR+spillover target (disclosed 0.5/0.25 decay, not Gao's exact formula)",6,0.018409017163018387,0.0014604358310122138,0.1298630672196547,0.009640854984734683,0.9914371468926554,0.001865300499785069,0.3456663349766555,0.048724331920843945,0.977798730134964,0.0023791169809996133,0.028408671418825786,0.0012743180374141594,0.9024919289749799,0.01625339722681706
