borough,held_out_start,MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP
Westminster,2024-10-07,0.0008673658012412488,0.020852483808994293,0.9995649213075061,0.43478260869565216,0.9993997812271118,0.9995649213075061,0.001237686607055366,0.9003575211864406
