held_out_start,poi_amenity only,all 4 POI classes,POI + length,POI + length + aadf,all POI + length
2023-07-15,0.6818181818181818,0.2515151515151515,0.5166666666666666,0.4,0.26666666666666666
2023-10-13,0.5256410256410257,0.25,0.4551282051282052,0.37820512820512814,0.3269230769230769
2024-01-11,0.4083333333333334,0.3,0.4291666666666667,0.40138888888888885,0.3666666666666667
2024-04-10,0.6538461538461539,0.2371794871794872,0.3269230769230769,0.3269230769230769,0.2756410256410256
2024-07-09,0.4773809523809524,0.4333333333333333,0.5726190476190476,0.5345238095238095,0.5142857142857142
2024-10-07,0.6538461538461539,0.5423076923076923,0.514102564102564,0.5294871794871795,0.5294871794871795
