candidate,n_windows,MAE_mean,MAE_std,RMSE_mean,RMSE_std,ZR_mean,ZR_std,AccHR_mean,AccHR_std,MAPE_excl_zeros_mean,MAPE_excl_zeros_std,MPIW_mean,MPIW_std,PICP_mean,PICP_std
"heads=3, ZIP decoder, TCR target (Lambeth validation)",6,0.0007281400709568212,7.582964157253285e-05,0.020250525946418445,0.0017370163725182483,0.9997023086972104,5.194337725179007e-05,0.48716158878760507,0.05027321170297563,0.9993781447410583,9.512182985798292e-05,0.001046125612144048,0.0001514041297955915,0.8877198002289045,0.03998217866211837
"heads=3, ZITD/Tweedie decoder, TCR target (Lambeth validation)",6,0.0006769867807937165,5.778787746673465e-05,0.020250008441507816,0.0017369482942532213,0.9997023086972104,5.194337725179007e-05,0.4458390525463696,0.041849684776690835,0.9994310239950815,7.683695626735563e-05,0.0008373656892217696,0.00010157735001361337,0.892310893767558,0.025812874985573678
