MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP,borough,held_out_start,n_train_instances
0.0005270956899039447,0.01607905700802803,0.9997412901000345,0.7575757575757575,0.999372661113739,0.9997412901000345,0.0006967883673496544,0.8548452668407825,Lambeth,2023-07-15,6
0.00044437669566832483,0.012895680963993073,0.9998336864928793,0.5833333333333334,0.9991174340248108,0.9998336864928793,0.000829603523015976,0.901172818213177,Lambeth,2023-10-13,7
0.00042702050996012986,0.01289633009582758,0.9998336864928793,0.5499999999999999,0.9993560910224915,0.9998336864928793,0.0008065662696026266,0.9025033262701424,Lambeth,2024-01-11,8
0.0004681203863583505,0.014885964803397655,0.9997782486571725,0.7756410256410257,0.9991952180862427,0.9997782486571725,0.0007587404106743634,0.8990846597348839,Lambeth,2024-04-10,9
0.0004489064740482718,0.014253522269427776,0.9997967279357414,0.5071428571428571,0.9992674589157104,0.9997967279357414,0.0007531995652243495,0.9029468289557976,Lambeth,2024-07-09,10
0.00048328947741538286,0.015887513756752014,0.9997474498595574,0.6858974358974359,0.9995850324630737,0.9997474498595574,0.0006460901931859553,0.9061991819839353,Lambeth,2024-10-07,11
