candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
best + MULTI-YEAR history (730d/1095d/1825d added),0.7944032819032819,0.05590857210786892,0.7138888888888889,0.8928571428571429,6
