candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
"PAPER order (GRU->GAT), lr=2e-3",0.6093110593110593,0.08224097687942604,0.49444444444444446,0.7371794871794871,6
"PAPER order (GRU->GAT), lr=3e-3",0.5898374773374773,0.10314115499392491,0.4527777777777778,0.7564102564102563,6
"PAPER order (GRU->GAT), lr=5e-3",0.14305023680023682,0.05430735315061588,0.08333333333333333,0.21794871794871792,6
