candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
13 features (V10 best simple model),0.7877252377252377,0.05578589182134981,0.6888888888888888,0.869047619047619,6
13 features + road class (8 one-hot),0.7190293502793503,0.05048021885232448,0.6378787878787878,0.7756410256410255,6
35 features (FINAL),0.7976084101084101,0.059925368834153635,0.7138888888888889,0.8928571428571429,6
35 features + road class,0.7527544215044215,0.054462745459787236,0.6819444444444445,0.814102564102564,6
