candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
"top-k hinge, weight=0.1",0.6359321234321235,0.10611280992365565,0.5071428571428571,0.7435897435897435,6
"top-k hinge, weight=0.5",0.6044011544011544,0.07747862437631806,0.48928571428571427,0.7153846153846153,6
"top-k hinge, weight=1.0",0.5864156676656677,0.09440005169331803,0.43571428571428567,0.708974358974359,6
