MAE,RMSE,ZR,AccHR,MAPE_excl_zeros,MAPE_excluded_fraction,MPIW,PICP,test_window_start
0.00048449321184307337,0.014889277517795563,0.9997782486571725,0.47435897435897434,0.9996848702430725,0.9997782486571725,0.0006455387338064611,0.9080163110432169,2019-10-22
0.0005952963838353753,0.018234385177493095,0.9996673729857586,0.536904761904762,0.9996790289878845,0.9996673729857586,0.0006452493835240602,0.9077144828265904,2019-11-05
0.0006312135956250131,0.01953687146306038,0.9996365741881437,0.5932539682539683,0.9996107816696167,0.9996365741881437,0.0006447831983678043,0.9098827181786823,2019-11-19
0.0005888486048206687,0.018064748495817184,0.9996735327452816,0.48775510204081635,0.999676525592804,0.9996735327452816,0.0006450552027672529,0.9077514413837284,2019-12-03
0.0004655122465919703,0.014255717396736145,0.9997967279357414,0.5205128205128206,0.9996916055679321,0.9997967279357414,0.0006450128857977688,0.9093960971763663,2019-12-17
