candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
"final config, weight_decay=0.0 (current)",0.7944032819032819,0.05590857210786892,0.7138888888888889,0.8928571428571429,6
"final config, weight_decay=0.01 (theirs)",0.8196558071558071,0.05635194794991945,0.7138888888888889,0.8928571428571429,6
