candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
12 features (geometry + crash history only),0.7877252377252377,0.05578589182134981,0.6888888888888888,0.869047619047619,6
17 features (+ casualty breakdown),0.7776889776889777,0.04976114982209098,0.7166666666666667,0.869047619047619,6
20 features (+ traffic exposure),0.7615368427868426,0.056023150358169994,0.6680555555555555,0.8333333333333333,6
25 features (+ POI),0.7998977873977875,0.05036773550942167,0.7138888888888889,0.880952380952381,6
35 features (+ socio-demographic = FINAL),0.7976084101084101,0.059925368834153635,0.7138888888888889,0.8928571428571429,6
