candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
"Gao et al. architecture (ZI-Tweedie, GRU->GAT, 2-layer/42), SHORT history",0.5992845117845117,0.08742881545000582,0.4984848484848485,0.7499999999999999,6
"Gao et al. architecture, LONG history (the key test)",0.6091329966329967,0.07837929016371059,0.5055555555555555,0.7499999999999999,6
"This project's architecture, SHORT history",0.7893527768527768,0.057612589088775194,0.7138888888888889,0.8928571428571429,6
"This project's architecture, LONG history (final model)",0.7944032819032819,0.05590857210786892,0.7138888888888889,0.8928571428571429,6
