candidate,AccHR_mean,AccHR_std,AccHR_min,AccHR_max,n_windows
best + MULTI-YEAR history (730d/1095d/1825d added),0.7763542013542014,0.10883193790918046,0.5769230769230769,0.9004329004329005,6
